canonical_path,sha256,size_bytes,roles,actions,job_ids
config/parameters.json,769808d9094672ff2f281d39eeafff68c1aa0e4e9ec9b552f22084334b1bb6fc,1915,canonical CAD parameter set,reference_only,
config/print_jobs.json,429bca9542193388581eee5266af57b2e7460881f87b23b34693eee3b77c66f4,13945,canonical print-job definitions,reference_only,
config/print_profiles.json,5886a55b3fbdca28bf0d67ea8718a366333e78f2801e1884db00cc9f010ffc5e,23632,canonical print-profile definitions,reference_only,
config/workcell_layout.json,e84db9aa7b88db442f042c6f546196e350c822a2e7609cb4b652b3da535df2e1,17043,generated geometry/layout source,reference_only,
job_cards/JOB-00B.md,fa575b0438a9fb44153a94cb5ff90572fa2a0fb71a0d4d4a311d2512d3ac887f,7019,controlled print traveler,consume_accepted_output,00B
job_cards/JOB-00F.md,361a4ec6bc7bfa763602a425060770be6bad3103159987e13edd2dba50b39572,6113,controlled print traveler,consume_accepted_output,00F
job_cards/JOB-03A.md,41d47b8a7fae22283aedfa0ae502425358ce3261134cf932f4c8db2fef17b95f,9655,controlled print traveler,consume_accepted_output,03A
job_cards/JOB-03C1.md,4316a909da2b28e3422d9ad7efcaab8289285e4acaea9fc4039c5a3be835617c,7303,controlled print traveler,consume_accepted_output,03C1
job_cards/JOB-03D.md,d2e6e6854ac2dd0f71d6cb4cb258ef0c11d5e11da8e5583c3710b65d898eb929,7420,controlled print traveler,consume_accepted_output,03D
output/assembly_guide/images/07_seat_phone_rail_and_cartridge.png,77ad79f5177a6305d46f1d94da356ce399fe7bd6f42532c108ab3bc5f5c32116,109733,assembly-step illustration,view,
output/pdf/RC03_ILLUSTRATED_ASSEMBLY_GUIDE.pdf,1084103edb5f167b3a3571ef642826c4f585b488fef8200570e4251f2d5c140d,1706300,complete illustrated guide,read,
print_plates_3mf/00B_ABS_phone_station_fit_tests.3mf,cd7d1eddac818cb7268d3b6b71a21c72f609bcd2dfd66834d00fe2f31f668a76,5247563,geometry-only QIDI plate,consume_accepted_output,00B
print_plates_3mf/00B_ABS_phone_station_fit_tests.PRINT_SETTINGS.md,5dde496287138dc5f8bf01eab3a3217fcf332374e092a4c46f49ae3a9ffda544,5734,exact operator print-settings sheet,consume_accepted_output,00B
print_plates_3mf/00B_ABS_phone_station_fit_tests.print.json,236d5990c455bf8f64aca7718cf0bd0cbc15d23c7816fdd95ba1821bf41d940a,15400,controlled plate/profile/hash sidecar,consume_accepted_output,00B
print_plates_3mf/00F_ABS_calibration_profile_clearance_test.3mf,dc2f6af58b927da87ae6a2469ab8ce8a00ce029e550b5d171833d2152e2b6b9c,1411657,geometry-only QIDI plate,consume_accepted_output,00F
print_plates_3mf/00F_ABS_calibration_profile_clearance_test.PRINT_SETTINGS.md,9d808f626a6a47e7609fdd206e314f5e69c06c4972844e791dcdba86262a47e9,5435,exact operator print-settings sheet,consume_accepted_output,00F
print_plates_3mf/00F_ABS_calibration_profile_clearance_test.print.json,1a8a4981e07dc593d423effda1d1951714bb7543adbee88f4f2b57e3b4ac7623,12836,controlled plate/profile/hash sidecar,consume_accepted_output,00F
print_plates_3mf/03A_ABS_phone_TCP_station.3mf,63cf85413ed08193b08445859bfcc8116c2e47064f2a086fdbfdb8bd7339e565,613954,geometry-only QIDI plate,consume_accepted_output,03A
print_plates_3mf/03A_ABS_phone_TCP_station.PRINT_SETTINGS.md,c3fd921347d91842d1f16728e8e88a45d25a776aa3aedd6d8810c9db9773c7b9,5851,exact operator print-settings sheet,consume_accepted_output,03A
print_plates_3mf/03A_ABS_phone_TCP_station.print.json,a0933605a7fbc2c7205b93404508f94828e21075476c6e89db2aef5899459da6,12830,controlled plate/profile/hash sidecar,consume_accepted_output,03A
print_plates_3mf/03C1_ABS_phone_clamp_rail.3mf,e992ea3f29097bd346095a5c5ac08c33c9e2d35d7e9c27bce6041e43e3a9ef39,343643,geometry-only QIDI plate,consume_accepted_output,03C1
print_plates_3mf/03C1_ABS_phone_clamp_rail.PRINT_SETTINGS.md,0a0a5ea8323faf956099084619fece6f7c8e879f6d7ae8baa2aff406effec156,5654,exact operator print-settings sheet,consume_accepted_output,03C1
print_plates_3mf/03C1_ABS_phone_clamp_rail.print.json,136b3c0808d549dd03f2aa3a212cf250fc5647b426205d5fbbcf8ba76a5a367c,12592,controlled plate/profile/hash sidecar,consume_accepted_output,03C1
print_plates_3mf/03D_ABS_TCP_datum_cartridges.3mf,597423729e6d84ed39847ef9093fec57dcce2d5a51fee3c1bf17228d5045c8f7,254499,geometry-only QIDI plate,consume_accepted_output,03D
print_plates_3mf/03D_ABS_TCP_datum_cartridges.PRINT_SETTINGS.md,3e05dc8654924984aeb3fba467e18864eb5797ea8703391043aee9a286f29546,5547,exact operator print-settings sheet,consume_accepted_output,03D
print_plates_3mf/03D_ABS_TCP_datum_cartridges.print.json,9cef17736c2c98614135777d8a69034e80e44a27a548a66bcc50e66d58305ce8,12636,controlled plate/profile/hash sidecar,consume_accepted_output,03D
scripts/build_illustrated_assembly_guide.py,6badf0daa975d8c0ab5de34cea5a7514dbff8469d2a7b499670a3002d428eb31,44117,illustrated-guide PDF generator,reference_only,
scripts/build_manual_pdf.py,4baf08d28e3566c3eb3869585275ebc318bf1e076744867221d4d79e2359f182,6974,controlled detailed-manual PDF renderer,reference_only,
scripts/build_step_packages.py,09ec78a5512ee6cb6997b3200e7bd1cdb1418eeb2fb477f339f331f14191f8a2,171609,step-package generator and validator,run_from_project_root,
scripts/generate_build_tracker.py,6090b47ff751ebb62c6ab8ecd4abc55fa54f79cabde5b86a4231484b2cc67e53,11983,job-lifecycle validator and tracker generator,run_from_project_root,
scripts/generate_job_cards.py,520cf48d2263beca0eca351d6960fbfae95e1f9c63e05aec1204957b47271a7f,22538,controlled print-traveler instruction generator,reference_only,
scripts/initialize_step_evidence.py,0a940eabc2ab22fcc0c4e2b2df9a67fa90224027168127917c2e7879a8725b93,4692,non-overwriting active-build evidence initializer,run_before_each_step,
scripts/record_job_lifecycle.py,440ca2e1b5185b230067a5d5f63d936a1d56e84bfc9ec9bc32d920e39ed3eb37,3613,sequential print-job lifecycle recorder,run_after_each_completed_state,
scripts/record_print_measurement.py,5cac4945ed54e13f95f1ef2e22e0b26448c4b9b69f966051cb350aae575b232b,9085,canonical gate and route recorder,run_after_reviewing_raw_evidence,
scripts/record_step_result.py,851e5b3761c2f37e9542f130ad22e2426cdf4d07af212a26ee3f5dd9012b3f0b,5673,non-destructive step-result recorder,run_for_each_step_test,
scripts/render_assembly_guide.py,8e7467e8eccccbf6e04988820b828be3c0aa0c1c06167954f53bb46b5f8cf330,59312,assembly-panel source renderer,reference_only,
scripts/set_active_build.py,0f593f140437858b8cd72c87f4737b14af483c91ac3e9fcb45f07d4893327571,2176,active physical-build selector,run_before_recording_evidence,
scripts/sign_off_step.py,caed2f3b929d24354ae7ff289178e70a94c8729d84ca5f2d55384c483032cbba,5604,validated step signoff recorder,run_after_step_tests,
scripts/step_evidence_common.py,93fb598ee2de6dc0ba60d6eec7291458a728cb087dbe724b9e3bf09aa8933f8a,9078,shared step-evidence containment and schema controls,reference_only,
scripts/validate_print_readiness.py,7dc6159c15826da700a66d9e271776f8daed14716db80081fedea2e8712fb2ed,86733,typed gate and print-readiness validator,run_from_project_root,
scripts/validate_release_package.py,9b954d47726e7c09423d31f7cdbd8b0e07dff1b78c11bf826274473062d66ed3,118881,whole-package release validator,run_from_project_root,
slicer_profiles/QIDI_PLUS4/README.md,641631027fd7a0a452653ca7613b0f2f19c91e3bd49e3f90e9c9a3429c1777f4,2277,QIDI process-preset import guide,read,
slicer_profiles/QIDI_PLUS4/abs_rapido_calibration_0p4.process.json,c069454369dc8abe726d0db4359928e9fa870c694cdfdf7b044a3debeeb2d564,2101,importable QIDI Studio process preset,consume_accepted_output,00F; 03D
slicer_profiles/QIDI_PLUS4/abs_rapido_cradle_0p4.process.json,9276ce2983256d815925224e7d8fc45032a531678dc336713fc88fa96137e259,2088,importable QIDI Studio process preset,consume_accepted_output,00B; 03A; 03C1
stl/cable_tie_saddle_fit_gauge.stl,8de2b07efef5bef8ef9297407c0bd22dd7945adc16f84fd0dab236e304398598,960984,canonical slicing mesh,reference_only,00B
stl/calibration_puck.stl,3d232103d1cc89d083cc700526abe40344db3f34f80609a5f134cb37a9247ce6,458084,canonical slicing mesh,reference_only,03D
stl/hardware_fit_gauge.stl,4a9a35b618a420931b7e8b6b717aee4a3eb68f8948fff04e5a69fd65266e9e42,3489284,canonical slicing mesh,reference_only,00F
stl/m3_head_fit_gauge.stl,7d1206ee09722d99cff871031562943e405c263ea5d1d1f5d82e193bf403cb2e,1628384,canonical slicing mesh,reference_only,00F
stl/m4_captive_nut_fit_gauge.stl,5771bfa01542ab24999c806f4347486d6cc1800f6a13a17ebfdb9264644e8aec,749284,canonical slicing mesh,reference_only,00B
stl/m4_washer_fit_gauge.stl,98f27d3b7f274754a274f9856a8318c8b0c98f2fb5b485223fec74236ae349ff,2413384,canonical slicing mesh,reference_only,00B
stl/phone_clamp_rail.stl,f766a24143f11769a0bcef7236b09938f4c02434b3b5d8e6d77b21b37f49dcff,1273184,canonical slicing mesh,reference_only,03C1
stl/phone_m3_insert_fit_gauge.stl,54a7990f706256dd30d3d5ea7487f479e970c1e1d8f212be1996b6df6d1a2e65,2617484,canonical slicing mesh,reference_only,00B
stl/phone_tcp_station.stl,63e02e28f9bb818007564eab7e82e2b9ce8417f30bdf3cbec3c3a86ec08ac32e,2272184,canonical slicing mesh,reference_only,03A
stl/phone_width_fit_test.stl,1091a6d591259a4a22b6d9fd7b36d4a8264807ef5c169fe3c5b1019a16420cfa,817984,canonical slicing mesh,reference_only,00B
stl/station_locator_fit_gauge.stl,7b34ff9a05495ce702310171cd27c5201e0c1ee54fede8c9cdbeea7260d3d1d5,11509484,canonical slicing mesh,reference_only,00B
