canonical_path,sha256,size_bytes,roles,actions,job_ids
config/parameters.json,769808d9094672ff2f281d39eeafff68c1aa0e4e9ec9b552f22084334b1bb6fc,1915,canonical CAD parameter set,reference_only,
config/print_jobs.json,429bca9542193388581eee5266af57b2e7460881f87b23b34693eee3b77c66f4,13945,canonical print-job definitions,reference_only,
config/print_profiles.json,5886a55b3fbdca28bf0d67ea8718a366333e78f2801e1884db00cc9f010ffc5e,23632,canonical print-profile definitions,reference_only,
config/workcell_layout.json,e84db9aa7b88db442f042c6f546196e350c822a2e7609cb4b652b3da535df2e1,17043,generated geometry/layout source,reference_only,
job_cards/JOB-00B.md,fa575b0438a9fb44153a94cb5ff90572fa2a0fb71a0d4d4a311d2512d3ac887f,7019,controlled print traveler,consume_accepted_output,00B
job_cards/JOB-00E.md,5e54fc90484f094680ecc6cce9e6cdfc23d81e28d185549f69d0e65c886e9aa0,6054,controlled print traveler,consume_accepted_output,00E
job_cards/JOB-03A.md,41d47b8a7fae22283aedfa0ae502425358ce3261134cf932f4c8db2fef17b95f,9655,controlled print traveler,consume_accepted_output,03A
job_cards/JOB-03C1.md,4316a909da2b28e3422d9ad7efcaab8289285e4acaea9fc4039c5a3be835617c,7303,controlled print traveler,consume_accepted_output,03C1
job_cards/JOB-05A.md,36ef5c149038cc136c95cc83f751a2c45ad0607598d17e11d5629305fc839b97,5603,controlled print traveler,consume_accepted_output,05A
job_cards/JOB-05B.md,ba5aedf699d756f480bcd6431ea6162a683364d80b366be7c310be2acf543673,5935,controlled print traveler,consume_accepted_output,05B
output/assembly_guide/images/09_load_phone_and_route_cable.png,74525deb54a391c7cb5a38203cf6ee38f1d43aeb5ae4a6d0412ba8179b143ae9,101034,assembly-step illustration,view,
output/pdf/RC03_ILLUSTRATED_ASSEMBLY_GUIDE.pdf,1084103edb5f167b3a3571ef642826c4f585b488fef8200570e4251f2d5c140d,1706300,complete illustrated guide,read,
print_plates_3mf/00B_ABS_phone_station_fit_tests.3mf,cd7d1eddac818cb7268d3b6b71a21c72f609bcd2dfd66834d00fe2f31f668a76,5247563,geometry-only QIDI plate,consume_accepted_output,00B
print_plates_3mf/00B_ABS_phone_station_fit_tests.PRINT_SETTINGS.md,5dde496287138dc5f8bf01eab3a3217fcf332374e092a4c46f49ae3a9ffda544,5734,exact operator print-settings sheet,consume_accepted_output,00B
print_plates_3mf/00B_ABS_phone_station_fit_tests.print.json,236d5990c455bf8f64aca7718cf0bd0cbc15d23c7816fdd95ba1821bf41d940a,15400,controlled plate/profile/hash sidecar,consume_accepted_output,00B
print_plates_3mf/00E_ABS_general_setup_tests.3mf,67073d37df50d0329a6b77ba5aed00166fff9cc850c9f6225b00abeba54661d7,3366992,geometry-only QIDI plate,consume_accepted_output,00E
print_plates_3mf/00E_ABS_general_setup_tests.PRINT_SETTINGS.md,0a1da7fcba38d7c228f9d681e467961e3bfe3069356d0591eab0a5fbbee8cbe5,5440,exact operator print-settings sheet,consume_accepted_output,00E
print_plates_3mf/00E_ABS_general_setup_tests.print.json,cd64ea520ff1550b4abf0e6acb270cf673f3f4e118baaa35fffa5394ddc45717,13369,controlled plate/profile/hash sidecar,consume_accepted_output,00E
print_plates_3mf/03A_ABS_phone_TCP_station.3mf,63cf85413ed08193b08445859bfcc8116c2e47064f2a086fdbfdb8bd7339e565,613954,geometry-only QIDI plate,consume_accepted_output,03A
print_plates_3mf/03A_ABS_phone_TCP_station.PRINT_SETTINGS.md,c3fd921347d91842d1f16728e8e88a45d25a776aa3aedd6d8810c9db9773c7b9,5851,exact operator print-settings sheet,consume_accepted_output,03A
print_plates_3mf/03A_ABS_phone_TCP_station.print.json,a0933605a7fbc2c7205b93404508f94828e21075476c6e89db2aef5899459da6,12830,controlled plate/profile/hash sidecar,consume_accepted_output,03A
print_plates_3mf/03C1_ABS_phone_clamp_rail.3mf,e992ea3f29097bd346095a5c5ac08c33c9e2d35d7e9c27bce6041e43e3a9ef39,343643,geometry-only QIDI plate,consume_accepted_output,03C1
print_plates_3mf/03C1_ABS_phone_clamp_rail.PRINT_SETTINGS.md,0a0a5ea8323faf956099084619fece6f7c8e879f6d7ae8baa2aff406effec156,5654,exact operator print-settings sheet,consume_accepted_output,03C1
print_plates_3mf/03C1_ABS_phone_clamp_rail.print.json,136b3c0808d549dd03f2aa3a212cf250fc5647b426205d5fbbcf8ba76a5a367c,12592,controlled plate/profile/hash sidecar,consume_accepted_output,03C1
print_plates_3mf/05A_TPU_phone_tip_first_article.3mf,4171263d706936cee8f393d2b7be90f299f8a362ceb1ecf3a32732f6c45f1899,185511,geometry-only QIDI plate,consume_accepted_output,05A
print_plates_3mf/05A_TPU_phone_tip_first_article.PRINT_SETTINGS.md,9cf56d40d7cc29bf233cdce02e3376e324ad6462c7422435b77992b7a2942008,4738,exact operator print-settings sheet,consume_accepted_output,05A
print_plates_3mf/05A_TPU_phone_tip_first_article.print.json,8104e90a1f439cce06a3ac6f55e71b2875f5191430de711569e8025b2679cc2a,10865,controlled plate/profile/hash sidecar,consume_accepted_output,05A
print_plates_3mf/05B_TPU_phone_tips_and_spares.3mf,ba8da269c5c0363efaa344e161f7e2678265b8b4aebb2c541c396dfa0c435747,556090,geometry-only QIDI plate,consume_accepted_output,05B
print_plates_3mf/05B_TPU_phone_tips_and_spares.PRINT_SETTINGS.md,05ecdb00d5d89c5d971407a6d432ad7a8fd5e0b53a004beb1b01963c3da63fe3,4787,exact operator print-settings sheet,consume_accepted_output,05B
print_plates_3mf/05B_TPU_phone_tips_and_spares.print.json,a92b142ae158510f7442c811dca61ed16e849fec5679c8d46bec31396e775e5f,11400,controlled plate/profile/hash sidecar,consume_accepted_output,05B
scripts/build_illustrated_assembly_guide.py,6badf0daa975d8c0ab5de34cea5a7514dbff8469d2a7b499670a3002d428eb31,44117,illustrated-guide PDF generator,reference_only,
scripts/build_manual_pdf.py,4baf08d28e3566c3eb3869585275ebc318bf1e076744867221d4d79e2359f182,6974,controlled detailed-manual PDF renderer,reference_only,
scripts/build_step_packages.py,09ec78a5512ee6cb6997b3200e7bd1cdb1418eeb2fb477f339f331f14191f8a2,171609,step-package generator and validator,run_from_project_root,
scripts/generate_build_tracker.py,6090b47ff751ebb62c6ab8ecd4abc55fa54f79cabde5b86a4231484b2cc67e53,11983,job-lifecycle validator and tracker generator,run_from_project_root,
scripts/generate_job_cards.py,520cf48d2263beca0eca351d6960fbfae95e1f9c63e05aec1204957b47271a7f,22538,controlled print-traveler instruction generator,reference_only,
scripts/initialize_step_evidence.py,0a940eabc2ab22fcc0c4e2b2df9a67fa90224027168127917c2e7879a8725b93,4692,non-overwriting active-build evidence initializer,run_before_each_step,
scripts/record_job_lifecycle.py,440ca2e1b5185b230067a5d5f63d936a1d56e84bfc9ec9bc32d920e39ed3eb37,3613,sequential print-job lifecycle recorder,run_after_each_completed_state,
scripts/record_print_measurement.py,5cac4945ed54e13f95f1ef2e22e0b26448c4b9b69f966051cb350aae575b232b,9085,canonical gate and route recorder,run_after_reviewing_raw_evidence,
scripts/record_step_result.py,851e5b3761c2f37e9542f130ad22e2426cdf4d07af212a26ee3f5dd9012b3f0b,5673,non-destructive step-result recorder,run_for_each_step_test,
scripts/render_assembly_guide.py,8e7467e8eccccbf6e04988820b828be3c0aa0c1c06167954f53bb46b5f8cf330,59312,assembly-panel source renderer,reference_only,
scripts/set_active_build.py,0f593f140437858b8cd72c87f4737b14af483c91ac3e9fcb45f07d4893327571,2176,active physical-build selector,run_before_recording_evidence,
scripts/sign_off_step.py,caed2f3b929d24354ae7ff289178e70a94c8729d84ca5f2d55384c483032cbba,5604,validated step signoff recorder,run_after_step_tests,
scripts/step_evidence_common.py,93fb598ee2de6dc0ba60d6eec7291458a728cb087dbe724b9e3bf09aa8933f8a,9078,shared step-evidence containment and schema controls,reference_only,
scripts/validate_print_readiness.py,7dc6159c15826da700a66d9e271776f8daed14716db80081fedea2e8712fb2ed,86733,typed gate and print-readiness validator,run_from_project_root,
scripts/validate_release_package.py,9b954d47726e7c09423d31f7cdbd8b0e07dff1b78c11bf826274473062d66ed3,118881,whole-package release validator,run_from_project_root,
slicer_profiles/QIDI_PLUS4/README.md,641631027fd7a0a452653ca7613b0f2f19c91e3bd49e3f90e9c9a3429c1777f4,2277,QIDI process-preset import guide,read,
slicer_profiles/QIDI_PLUS4/abs_rapido_cradle_0p4.process.json,9276ce2983256d815925224e7d8fc45032a531678dc336713fc88fa96137e259,2088,importable QIDI Studio process preset,consume_accepted_output,00B; 03A; 03C1
slicer_profiles/QIDI_PLUS4/abs_rapido_general_0p4.process.json,756895e547ed186ab4b0d532d6d66fc3e2ad31376bc342a0150cbd4667a5d239,2090,importable QIDI Studio process preset,consume_accepted_output,00E
slicer_profiles/QIDI_PLUS4/tpu95a_0p4.process.json,547c6502ce8d5f4b04a5d247b50fcafb884dbe587b1df9c43935dfa6d297e6ba,1716,importable QIDI Studio process preset,consume_accepted_output,05A; 05B
stl/cable_tie_saddle_fit_gauge.stl,8de2b07efef5bef8ef9297407c0bd22dd7945adc16f84fd0dab236e304398598,960984,canonical slicing mesh,reference_only,00B
stl/hardware_fit_gauge.stl,4a9a35b618a420931b7e8b6b717aee4a3eb68f8948fff04e5a69fd65266e9e42,3489284,canonical slicing mesh,reference_only,00E
stl/m4_captive_nut_fit_gauge.stl,5771bfa01542ab24999c806f4347486d6cc1800f6a13a17ebfdb9264644e8aec,749284,canonical slicing mesh,reference_only,00B
stl/m4_washer_fit_gauge.stl,98f27d3b7f274754a274f9856a8318c8b0c98f2fb5b485223fec74236ae349ff,2413384,canonical slicing mesh,reference_only,00B
stl/phone_clamp_rail.stl,f766a24143f11769a0bcef7236b09938f4c02434b3b5d8e6d77b21b37f49dcff,1273184,canonical slicing mesh,reference_only,03C1
stl/phone_clamp_tip_TPU_M4.stl,77883a940d153460346de3ffdfcf3a281e2572ab404dd1f4dc50ec8808afef94,618384,canonical slicing mesh,reference_only,05A; 05B
stl/phone_m3_insert_fit_gauge.stl,54a7990f706256dd30d3d5ea7487f479e970c1e1d8f212be1996b6df6d1a2e65,2617484,canonical slicing mesh,reference_only,00B
stl/phone_tcp_station.stl,63e02e28f9bb818007564eab7e82e2b9ce8417f30bdf3cbec3c3a86ec08ac32e,2272184,canonical slicing mesh,reference_only,03A
stl/phone_width_fit_test.stl,1091a6d591259a4a22b6d9fd7b36d4a8264807ef5c169fe3c5b1019a16420cfa,817984,canonical slicing mesh,reference_only,00B
stl/setup_hardware_fit_gauge.stl,e6394a26fe104fb2af1b05df14865a5be2908bf6e99fab79c93aa034a2dc57b4,8378384,canonical slicing mesh,reference_only,00E
stl/station_locator_fit_gauge.stl,7b34ff9a05495ce702310171cd27c5201e0c1ee54fede8c9cdbeea7260d3d1d5,11509484,canonical slicing mesh,reference_only,00B
stl/tpu_tip_retention_gauge.stl,0476c9c867a9f28816c5df107f8bcff9e44b7e1ba79e8927501a8d1c6d32b777,543284,canonical slicing mesh,reference_only,00E
